,,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
2236,OR,41053,Polk County,1p3c,1757,1049,1545,1049,994,1566,1769,9728,"$21,084","$12,588","$18,540","$12,588","$11,928","$18,792","$21,228","$116,736","  78,810 ",36,21,35,9
2236,OR,41053,Polk County,1p4c,1757,1284,1608,1262,1077,1566,2014,10567,"$21,084","$15,408","$19,296","$15,144","$12,924","$18,792","$24,168","$126,804","  78,810 ",36,21,35,9
2236,OR,41053,Polk County,2p0c,972,668,1218,824,580,0,841,5103,"$11,664","$8,016","$14,616","$9,888","$6,960",$0,"$10,092","$61,236","  78,810 ",36,21,35,9
2236,OR,41053,Polk County,2p1c,1237,831,1395,1036,732,792,1145,7168,"$14,844","$9,972","$16,740","$12,432","$8,784","$9,504","$13,740","$86,016","  78,810 ",36,21,35,9
2236,OR,41053,Polk County,2p2c,1237,1052,1478,1249,810,1384,1282,8492,"$14,844","$12,624","$17,736","$14,988","$9,720","$16,608","$15,384","$101,904","  78,810 ",36,21,35,9
2236,OR,41053,Polk County,2p3c,1757,1285,1538,1461,1077,1566,1674,10357,"$21,084","$15,420","$18,456","$17,532","$12,924","$18,792","$20,088","$124,284","  78,810 ",36,21,35,9
2236,OR,41053,Polk County,2p4c,1757,1572,1586,1674,1179,1566,1923,11257,"$21,084","$18,864","$19,032","$20,088","$14,148","$18,792","$23,076","$135,084","  78,810 ",36,21,35,9
2237,OR,41055,Sherman County,1p0c,657,360,1178,482,360,0,673,3709,"$7,884","$4,320","$14,136","$5,784","$4,320",$0,"$8,076","$44,508","  64,760 ",36,22,11,21
2237,OR,41055,Sherman County,1p1c,982,530,1485,734,535,650,918,5834,"$11,784","$6,360","$17,820","$8,808","$6,420","$7,800","$11,016","$70,008","  64,760 ",36,22,11,21
2237,OR,41055,Sherman County,1p2c,982,775,1724,985,622,1254,1253,7595,"$11,784","$9,300","$20,688","$11,820","$7,464","$15,048","$15,036","$91,140","  64,760 ",36,22,11,21
2237,OR,41055,Sherman County,1p3c,1382,1035,1850,1237,856,1439,1695,9494,"$16,584","$12,420","$22,200","$14,844","$10,272","$17,268","$20,340","$113,928","  64,760 ",36,22,11,21
2237,OR,41055,Sherman County,1p4c,1382,1268,1941,1488,938,1439,1970,10427,"$16,584","$15,216","$23,292","$17,856","$11,256","$17,268","$23,640","$125,124","  64,760 ",36,22,11,21
2237,OR,41055,Sherman County,2p0c,746,659,1406,964,497,0,844,5117,"$8,952","$7,908","$16,872","$11,568","$5,964",$0,"$10,128","$61,404","  64,760 ",36,22,11,21
2237,OR,41055,Sherman County,2p1c,982,820,1632,1216,638,650,1120,7059,"$11,784","$9,840","$19,584","$14,592","$7,656","$7,800","$13,440","$84,708","  64,760 ",36,22,11,21
2237,OR,41055,Sherman County,2p2c,982,1038,1748,1467,715,1254,1281,8484,"$11,784","$12,456","$20,976","$17,604","$8,580","$15,048","$15,372","$101,808","  64,760 ",36,22,11,21
2237,OR,41055,Sherman County,2p3c,1382,1268,1831,1719,938,1439,1631,10208,"$16,584","$15,216","$21,972","$20,628","$11,256","$17,268","$19,572","$122,496","  64,760 ",36,22,11,21
2237,OR,41055,Sherman County,2p4c,1382,1552,1898,1970,1039,1439,1900,11181,"$16,584","$18,624","$22,776","$23,640","$12,468","$17,268","$22,800","$134,172","  64,760 ",36,22,11,21
2238,OR,41057,Tillamook County,1p0c,753,360,1126,481,394,0,694,3809,"$9,036","$4,320","$13,512","$5,772","$4,728",$0,"$8,328","$45,708","  63,653 ",36,25,13,25
2238,OR,41057,Tillamook County,1p1c,1095,531,1358,732,576,650,926,5868,"$13,140","$6,372","$16,296","$8,784","$6,912","$7,800","$11,112","$70,416","  63,653 ",36,25,13,25
2238,OR,41057,Tillamook County,1p2c,1095,777,1491,983,663,1254,1220,7483,"$13,140","$9,324","$17,892","$11,796","$7,956","$15,048","$14,640","$89,796","  63,653 ",36,25,13,25
2238,OR,41057,Tillamook County,1p3c,1556,1038,1588,1234,918,1439,1683,9456,"$18,672","$12,456","$19,056","$14,808","$11,016","$17,268","$20,196","$113,472","  63,653 ",36,25,13,25
2238,OR,41057,Tillamook County,1p4c,1556,1271,1725,1485,1001,1439,1980,10457,"$18,672","$15,252","$20,700","$17,820","$12,012","$17,268","$23,760","$125,484","  63,653 ",36,25,13,25
2238,OR,41057,Tillamook County,2p0c,832,661,1286,962,529,0,843,5113,"$9,984","$7,932","$15,432","$11,544","$6,348",$0,"$10,116","$61,356","  63,653 ",36,25,13,25
2238,OR,41057,Tillamook County,2p1c,1095,823,1411,1213,679,650,1101,6973,"$13,140","$9,876","$16,932","$14,556","$8,148","$7,800","$13,212","$83,676","  63,653 ",36,25,13,25
2238,OR,41057,Tillamook County,2p2c,1095,1041,1502,1464,756,1254,1254,8366,"$13,140","$12,492","$18,024","$17,568","$9,072","$15,048","$15,048","$100,392","  63,653 ",36,25,13,25
2238,OR,41057,Tillamook County,2p3c,1556,1271,1635,1715,1001,1439,1647,10264,"$18,672","$15,252","$19,620","$20,580","$12,012","$17,268","$19,764","$123,168","  63,653 ",36,25,13,25
2238,OR,41057,Tillamook County,2p4c,1556,1556,1691,1966,1102,1439,1913,11223,"$18,672","$18,672","$20,292","$23,592","$13,224","$17,268","$22,956","$134,676","  63,653 ",36,25,13,25
2239,OR,41059,Umatilla County,1p0c,662,330,1154,482,351,0,657,3635,"$7,944","$3,960","$13,848","$5,784","$4,212",$0,"$7,884","$43,620","  66,699 ",36,32,30,16
2239,OR,41059,Umatilla County,1p1c,966,486,1371,734,514,606,850,5526,"$11,592","$5,832","$16,452","$8,808","$6,168","$7,272","$10,200","$66,312","  66,699 ",36,32,30,16
2239,OR,41059,Umatilla County,1p2c,966,711,1492,985,594,1155,1073,6975,"$11,592","$8,532","$17,904","$11,820","$7,128","$13,860","$12,876","$83,700","  66,699 ",36,32,30,16
2239,OR,41059,Umatilla County,1p3c,1373,949,1643,1237,822,1324,1488,8836,"$16,476","$11,388","$19,716","$14,844","$9,864","$15,888","$17,856","$106,032","  66,699 ",36,32,30,16
2239,OR,41059,Umatilla County,1p4c,1373,1163,1707,1488,898,1324,1747,9700,"$16,476","$13,956","$20,484","$17,856","$10,776","$15,888","$20,964","$116,400","  66,699 ",36,32,30,16
2239,OR,41059,Umatilla County,2p0c,776,604,1300,964,489,0,805,4938,"$9,312","$7,248","$15,600","$11,568","$5,868",$0,"$9,660","$59,256","  66,699 ",36,32,30,16
2239,OR,41059,Umatilla County,2p1c,966,752,1414,1216,608,606,1013,6575,"$11,592","$9,024","$16,968","$14,592","$7,296","$7,272","$12,156","$78,900","  66,699 ",36,32,30,16
2239,OR,41059,Umatilla County,2p2c,966,952,1561,1467,679,1155,1158,7938,"$11,592","$11,424","$18,732","$17,604","$8,148","$13,860","$13,896","$95,256","  66,699 ",36,32,30,16
2239,OR,41059,Umatilla County,2p3c,1373,1163,1622,1719,898,1324,1439,9538,"$16,476","$13,956","$19,464","$20,628","$10,776","$15,888","$17,268","$114,456","  66,699 ",36,32,30,16
2239,OR,41059,Umatilla County,2p4c,1373,1424,1671,1970,990,1324,1684,10436,"$16,476","$17,088","$20,052","$23,640","$11,880","$15,888","$20,208","$125,232","  66,699 ",36,32,30,16
2240,OR,41061,Union County,1p0c,670,342,1095,482,358,0,648,3595,"$8,040","$4,104","$13,140","$5,784","$4,296",$0,"$7,776","$43,140","  64,962 ",36,27,17,24
2240,OR,41061,Union County,1p1c,1002,504,1325,734,533,634,866,5597,"$12,024","$6,048","$15,900","$8,808","$6,396","$7,608","$10,392","$67,164","  64,962 ",36,27,17,24
2240,OR,41061,Union County,1p2c,1002,737,1455,985,616,1217,1117,7130,"$12,024","$8,844","$17,460","$11,820","$7,392","$14,604","$13,404","$85,560","  64,962 ",36,27,17,24
2240,OR,41061,Union County,1p3c,1423,984,1611,1237,852,1397,1559,9063,"$17,076","$11,808","$19,332","$14,844","$10,224","$16,764","$18,708","$108,756","  64,962 ",36,27,17,24
2240,OR,41061,Union County,1p4c,1423,1205,1681,1488,931,1397,1827,9951,"$17,076","$14,460","$20,172","$17,856","$11,172","$16,764","$21,924","$119,412","  64,962 ",36,27,17,24
2240,OR,41061,Union County,2p0c,761,627,1257,964,491,0,795,4896,"$9,132","$7,524","$15,084","$11,568","$5,892",$0,"$9,540","$58,752","  64,962 ",36,27,17,24
2240,OR,41061,Union County,2p1c,1002,780,1379,1216,631,634,1035,6677,"$12,024","$9,360","$16,548","$14,592","$7,572","$7,608","$12,420","$80,124","  64,962 ",36,27,17,24
2240,OR,41061,Union County,2p2c,1002,987,1529,1467,704,1217,1195,8101,"$12,024","$11,844","$18,348","$17,604","$8,448","$14,604","$14,340","$97,212","  64,962 ",36,27,17,24
2240,OR,41061,Union County,2p3c,1423,1206,1594,1719,931,1397,1507,9775,"$17,076","$14,472","$19,128","$20,628","$11,172","$16,764","$18,084","$117,300","  64,962 ",36,27,17,24
2240,OR,41061,Union County,2p4c,1423,1476,1646,1970,1026,1397,1760,10699,"$17,076","$17,712","$19,752","$23,640","$12,312","$16,764","$21,120","$128,388","  64,962 ",36,27,17,24
2241,OR,41063,Wallowa County,1p0c,609,342,1240,482,337,0,665,3675,"$7,308","$4,104","$14,880","$5,784","$4,044",$0,"$7,980","$44,100","  67,925 ",36,28,23,19
2241,OR,41063,Wallowa County,1p1c,911,504,1514,734,501,591,872,5626,"$10,932","$6,048","$18,168","$8,808","$6,012","$7,092","$10,464","$67,512","  67,925 ",36,28,23,19
2241,OR,41063,Wallowa County,1p2c,911,737,1672,985,584,1123,1117,7130,"$10,932","$8,844","$20,064","$11,820","$7,008","$13,476","$13,404","$85,560","  67,925 ",36,28,23,19
2241,OR,41063,Wallowa County,1p3c,1295,984,1857,1237,807,1287,1542,9009,"$15,540","$11,808","$22,284","$14,844","$9,684","$15,444","$18,504","$108,108","  67,925 ",36,28,23,19
2241,OR,41063,Wallowa County,1p4c,1295,1205,1944,1488,885,1287,1818,9922,"$15,540","$14,460","$23,328","$17,856","$10,620","$15,444","$21,816","$119,064","  67,925 ",36,28,23,19
2241,OR,41063,Wallowa County,2p0c,746,627,1423,964,486,0,837,5082,"$8,952","$7,524","$17,076","$11,568","$5,832",$0,"$10,044","$60,984","  67,925 ",36,28,23,19
2241,OR,41063,Wallowa County,2p1c,911,780,1570,1216,599,591,1043,6709,"$10,932","$9,360","$18,840","$14,592","$7,188","$7,092","$12,516","$80,508","  67,925 ",36,28,23,19
2241,OR,41063,Wallowa County,2p2c,911,987,1745,1467,672,1123,1195,8101,"$10,932","$11,844","$20,940","$17,604","$8,064","$13,476","$14,340","$97,212","  67,925 ",36,28,23,19
2241,OR,41063,Wallowa County,2p3c,1295,1206,1826,1719,885,1287,1487,9704,"$15,540","$14,472","$21,912","$20,628","$10,620","$15,444","$17,844","$116,448","  67,925 ",36,28,23,19
2241,OR,41063,Wallowa County,2p4c,1295,1476,1891,1970,981,1287,1744,10645,"$15,540","$17,712","$22,692","$23,640","$11,772","$15,444","$20,928","$127,740","  67,925 ",36,28,23,19
2242,OR,41065,Wasco County,1p0c,1112,360,1050,477,521,0,807,4326,"$13,344","$4,320","$12,600","$5,724","$6,252",$0,"$9,684","$51,912","  65,840 ",36,13,12,17
2242,OR,41065,Wasco County,1p1c,1457,530,1282,726,703,650,1066,6415,"$17,484","$6,360","$15,384","$8,712","$8,436","$7,800","$12,792","$76,980","  65,840 ",36,13,12,17
2242,OR,41065,Wasco County,1p2c,1457,775,1412,975,790,1254,1376,8039,"$17,484","$9,300","$16,944","$11,700","$9,480","$15,048","$16,512","$96,468","  65,840 ",36,13,12,17
2242,OR,41065,Wasco County,1p3c,2046,1035,1566,1224,1091,1439,1963,10365,"$24,552","$12,420","$18,792","$14,688","$13,092","$17,268","$23,556","$124,380","  65,840 ",36,13,12,17
2242,OR,41065,Wasco County,1p4c,2046,1268,1635,1473,1173,1439,2232,11267,"$24,552","$15,216","$19,620","$17,676","$14,076","$17,268","$26,784","$135,204","  65,840 ",36,13,12,17
2242,OR,41065,Wasco County,2p0c,1165,659,1220,954,646,0,946,5590,"$13,980","$7,908","$14,640","$11,448","$7,752",$0,"$11,352","$67,080","  65,840 ",36,13,12,17
2242,OR,41065,Wasco County,2p1c,1457,820,1342,1203,806,650,1217,7497,"$17,484","$9,840","$16,104","$14,436","$9,672","$7,800","$14,604","$89,964","  65,840 ",36,13,12,17
2242,OR,41065,Wasco County,2p2c,1457,1038,1490,1452,883,1254,1402,8977,"$17,484","$12,456","$17,880","$17,424","$10,596","$15,048","$16,824","$107,724","  65,840 ",36,13,12,17
2242,OR,41065,Wasco County,2p3c,2046,1268,1554,1701,1173,1439,1877,11059,"$24,552","$15,216","$18,648","$20,412","$14,076","$17,268","$22,524","$132,708","  65,840 ",36,13,12,17
2242,OR,41065,Wasco County,2p4c,2046,1552,1606,1950,1274,1439,2156,12024,"$24,552","$18,624","$19,272","$23,400","$15,288","$17,268","$25,872","$144,288","  65,840 ",36,13,12,17
2243,OR,41067,Washington County,1p0c,1612,389,1029,408,709,0,1046,5193,"$19,344","$4,668","$12,348","$4,896","$8,508",$0,"$12,552","$62,316","  99,803 ",36,1,36,1
2243,OR,41067,Washington County,1p1c,1977,574,1282,619,903,1352,1618,8325,"$23,724","$6,888","$15,384","$7,428","$10,836","$16,224","$19,416","$99,900","  99,803 ",36,1,36,1
2243,OR,41067,Washington County,1p2c,1977,840,1412,829,997,2178,2070,10304,"$23,724","$10,080","$16,944","$9,948","$11,964","$26,136","$24,840","$123,648","  99,803 ",36,1,36,1
2243,OR,41067,Washington County,1p3c,2767,1121,1498,1040,1377,2432,2692,12927,"$33,204","$13,452","$17,976","$12,480","$16,524","$29,184","$32,304","$155,124","  99,803 ",36,1,36,1
2243,OR,41067,Washington County,1p4c,2767,1373,1621,1250,1466,2432,2923,13832,"$33,204","$16,476","$19,452","$15,000","$17,592","$29,184","$35,076","$165,984","  99,803 ",36,1,36,1
2243,OR,41067,Washington County,2p0c,1731,714,1235,816,865,0,1147,6508,"$20,772","$8,568","$14,820","$9,792","$10,380",$0,"$13,764","$78,096","  99,803 ",36,1,36,1
2243,OR,41067,Washington County,2p1c,1977,888,1358,1027,1014,1352,1641,9258,"$23,724","$10,656","$16,296","$12,324","$12,168","$16,224","$19,692","$111,096","  99,803 ",36,1,36,1
2243,OR,41067,Washington County,2p2c,1977,1124,1441,1237,1098,2178,2010,11066,"$23,724","$13,488","$17,292","$14,844","$13,176","$26,136","$24,120","$132,792","  99,803 ",36,1,36,1
2243,OR,41067,Washington County,2p3c,2767,1373,1560,1448,1466,2432,2664,13710,"$33,204","$16,476","$18,720","$17,376","$17,592","$29,184","$31,968","$164,520","  99,803 ",36,1,36,1
2243,OR,41067,Washington County,2p4c,2767,1681,1606,1659,1575,2432,2932,14652,"$33,204","$20,172","$19,272","$19,908","$18,900","$29,184","$35,184","$175,824","  99,803 ",36,1,36,1
2244,OR,41069,Wheeler County,1p0c,561,507,1254,482,378,0,713,3895,"$6,732","$6,084","$15,048","$5,784","$4,536",$0,"$8,556","$46,740","  47,985 ",36,12,2,34
2244,OR,41069,Wheeler County,1p1c,839,747,1569,734,561,650,971,6071,"$10,068","$8,964","$18,828","$8,808","$6,732","$7,800","$11,652","$72,852","  47,985 ",36,12,2,34
2244,OR,41069,Wheeler County,1p2c,839,1093,1755,985,684,1254,1354,7963,"$10,068","$13,116","$21,060","$11,820","$8,208","$15,048","$16,248","$95,556","  47,985 ",36,12,2,34
2244,OR,41069,Wheeler County,1p3c,1186,1459,1892,1237,937,1439,1856,10005,"$14,232","$17,508","$22,704","$14,844","$11,244","$17,268","$22,272","$120,060","  47,985 ",36,12,2,34
2244,OR,41069,Wheeler County,1p4c,1186,1787,2067,1488,1052,1439,2225,11245,"$14,232","$21,444","$24,804","$17,856","$12,624","$17,268","$26,700","$134,940","  47,985 ",36,12,2,34
2244,OR,41069,Wheeler County,2p0c,637,929,1475,964,554,0,922,5482,"$7,644","$11,148","$17,700","$11,568","$6,648",$0,"$11,064","$65,784","  47,985 ",36,12,2,34
2244,OR,41069,Wheeler County,2p1c,839,1156,1647,1216,706,650,1199,7413,"$10,068","$13,872","$19,764","$14,592","$8,472","$7,800","$14,388","$88,956","  47,985 ",36,12,2,34
2244,OR,41069,Wheeler County,2p2c,839,1463,1771,1467,815,1254,1416,9025,"$10,068","$17,556","$21,252","$17,604","$9,780","$15,048","$16,992","$108,300","  47,985 ",36,12,2,34
2244,OR,41069,Wheeler County,2p3c,1186,1787,1938,1719,1053,1439,1851,10973,"$14,232","$21,444","$23,256","$20,628","$12,636","$17,268","$22,212","$131,676","  47,985 ",36,12,2,34
2244,OR,41069,Wheeler County,2p4c,1186,2188,2015,1970,1194,1439,2210,12203,"$14,232","$26,256","$24,180","$23,640","$14,328","$17,268","$26,520","$146,436","  47,985 ",36,12,2,34
2245,OR,41071,Yamhill County,1p0c,1252,383,1156,412,579,0,909,4691,"$15,024","$4,596","$13,872","$4,944","$6,948",$0,"$10,908","$56,292","  77,961 ",36,5,24,7
2245,OR,41071,Yamhill County,1p1c,1536,564,1442,624,743,1085,1325,7320,"$18,432","$6,768","$17,304","$7,488","$8,916","$13,020","$15,900","$87,840","  77,961 ",36,5,24,7
2245,OR,41071,Yamhill County,1p2c,1536,826,1587,837,836,1808,1712,9142,"$18,432","$9,912","$19,044","$10,044","$10,032","$21,696","$20,544","$109,704","  77,961 ",36,5,24,7
2245,OR,41071,Yamhill County,1p3c,2149,1102,1684,1049,1151,2030,2309,11475,"$25,788","$13,224","$20,208","$12,588","$13,812","$24,360","$27,708","$137,700","  77,961 ",36,5,24,7
2245,OR,41071,Yamhill County,1p4c,2149,1350,1820,1262,1239,2030,2532,12381,"$25,788","$16,200","$21,840","$15,144","$14,868","$24,360","$30,384","$148,572","  77,961 ",36,5,24,7
2245,OR,41071,Yamhill County,2p0c,1344,702,1381,824,724,0,1039,6014,"$16,128","$8,424","$16,572","$9,888","$8,688",$0,"$12,468","$72,168","  77,961 ",36,5,24,7
2245,OR,41071,Yamhill County,2p1c,1536,874,1519,1036,853,1085,1389,8293,"$18,432","$10,488","$18,228","$12,432","$10,236","$13,020","$16,668","$99,516","  77,961 ",36,5,24,7
2245,OR,41071,Yamhill County,2p2c,1536,1105,1611,1249,935,1808,1673,9916,"$18,432","$13,260","$19,332","$14,988","$11,220","$21,696","$20,076","$118,992","  77,961 ",36,5,24,7
2245,OR,41071,Yamhill County,2p3c,2149,1350,1743,1461,1239,2030,2219,12192,"$25,788","$16,200","$20,916","$17,532","$14,868","$24,360","$26,628","$146,304","  77,961 ",36,5,24,7
2245,OR,41071,Yamhill County,2p4c,2149,1653,1794,1674,1346,2030,2477,13123,"$25,788","$19,836","$21,528","$20,088","$16,152","$24,360","$29,724","$157,476","  77,961 ",36,5,24,7
2246,PA,42001,Adams County,1p0c,747,348,1115,434,388,0,562,3594,"$8,964","$4,176","$13,380","$5,208","$4,656",$0,"$6,744","$43,128","  83,363 ",67,12,50,12
2246,PA,42001,Adams County,1p1c,1117,513,1445,686,577,846,800,5985,"$13,404","$6,156","$17,340","$8,232","$6,924","$10,152","$9,600","$71,820","  83,363 ",67,12,50,12
2246,PA,42001,Adams County,1p2c,1117,751,1591,938,661,1640,1092,7791,"$13,404","$9,012","$19,092","$11,256","$7,932","$19,680","$13,104","$93,492","  83,363 ",67,12,50,12
2246,PA,42001,Adams County,1p3c,1483,1003,1690,1190,880,1884,1463,9593,"$17,796","$12,036","$20,280","$14,280","$10,560","$22,608","$17,556","$115,116","  83,363 ",67,12,50,12
2246,PA,42001,Adams County,1p4c,1483,1228,1760,1441,960,1884,1707,10463,"$17,796","$14,736","$21,120","$17,292","$11,520","$22,608","$20,484","$125,556","  83,363 ",67,12,50,12
2246,PA,42001,Adams County,2p0c,917,639,1389,869,551,0,730,5094,"$11,004","$7,668","$16,668","$10,428","$6,612",$0,"$8,760","$61,128","  83,363 ",67,12,50,12
2246,PA,42001,Adams County,2p1c,1117,795,1527,1120,677,846,931,7012,"$13,404","$9,540","$18,324","$13,440","$8,124","$10,152","$11,172","$84,144","  83,363 ",67,12,50,12
2246,PA,42001,Adams County,2p2c,1117,1006,1619,1372,752,1640,1066,8572,"$13,404","$12,072","$19,428","$16,464","$9,024","$19,680","$12,792","$102,864","  83,363 ",67,12,50,12
2246,PA,42001,Adams County,2p3c,1483,1229,1684,1624,960,1884,1338,10202,"$17,796","$14,748","$20,208","$19,488","$11,520","$22,608","$16,056","$122,424","  83,363 ",67,12,50,12
2246,PA,42001,Adams County,2p4c,1483,1504,1807,1876,1058,1884,1604,11215,"$17,796","$18,048","$21,684","$22,512","$12,696","$22,608","$19,248","$134,580","  83,363 ",67,12,50,12
2247,PA,42003,Allegheny County,1p0c,922,395,885,301,466,0,547,3516,"$11,064","$4,740","$10,620","$3,612","$5,592",$0,"$6,564","$42,192","  87,770 ",67,18,63,8
2247,PA,42003,Allegheny County,1p1c,1166,582,1148,473,619,986,745,5719,"$13,992","$6,984","$13,776","$5,676","$7,428","$11,832","$8,940","$68,628","  87,770 ",67,18,63,8
2247,PA,42003,Allegheny County,1p2c,1166,852,1266,645,714,1928,1045,7615,"$13,992","$10,224","$15,192","$7,740","$8,568","$23,136","$12,540","$91,380","  87,770 ",67,18,63,8
2247,PA,42003,Allegheny County,1p3c,1482,1137,1347,817,927,2218,1383,9312,"$17,784","$13,644","$16,164","$9,804","$11,124","$26,616","$16,596","$111,744","  87,770 ",67,18,63,8
2247,PA,42003,Allegheny County,1p4c,1482,1392,1404,988,1018,2218,1608,10110,"$17,784","$16,704","$16,848","$11,856","$12,216","$26,616","$19,296","$121,320","  87,770 ",67,18,63,8
2247,PA,42003,Allegheny County,2p0c,967,724,1109,602,599,0,646,4647,"$11,604","$8,688","$13,308","$7,224","$7,188",$0,"$7,752","$55,764","  87,770 ",67,18,63,8
2247,PA,42003,Allegheny County,2p1c,1166,901,1222,774,732,986,860,6641,"$13,992","$10,812","$14,664","$9,288","$8,784","$11,832","$10,320","$79,692","  87,770 ",67,18,63,8
2247,PA,42003,Allegheny County,2p2c,1166,1140,1299,946,816,1928,1009,8304,"$13,992","$13,680","$15,588","$11,352","$9,792","$23,136","$12,108","$99,648","  87,770 ",67,18,63,8
2247,PA,42003,Allegheny County,2p3c,1482,1393,1352,1118,1018,2218,1243,9825,"$17,784","$16,716","$16,224","$13,416","$12,216","$26,616","$14,916","$117,900","  87,770 ",67,18,63,8
2247,PA,42003,Allegheny County,2p4c,1482,1705,1454,1289,1129,2218,1479,10757,"$17,784","$20,460","$17,448","$15,468","$13,548","$26,616","$17,748","$129,084","  87,770 ",67,18,63,8
2248,PA,42005,Armstrong County,1p0c,600,319,1072,364,325,0,480,3160,"$7,200","$3,828","$12,864","$4,368","$3,900",$0,"$5,760","$37,920","  66,452 ",67,37,29,33
2248,PA,42005,Armstrong County,1p1c,897,470,1313,574,484,782,637,5156,"$10,764","$5,640","$15,756","$6,888","$5,808","$9,384","$7,644","$61,872","  66,452 ",67,37,29,33
2248,PA,42005,Armstrong County,1p2c,897,687,1446,784,561,1576,829,6779,"$10,764","$8,244","$17,352","$9,408","$6,732","$18,912","$9,948","$81,348","  66,452 ",67,37,29,33
2248,PA,42005,Armstrong County,1p3c,1102,917,1605,993,715,1820,1081,8234,"$13,224","$11,004","$19,260","$11,916","$8,580","$21,840","$12,972","$98,808","  66,452 ",67,37,29,33
2248,PA,42005,Armstrong County,1p4c,1102,1123,1675,1203,788,1820,1298,9010,"$13,224","$13,476","$20,100","$14,436","$9,456","$21,840","$15,576","$108,120","  66,452 ",67,37,29,33
2248,PA,42005,Armstrong County,2p0c,687,584,1256,728,450,0,578,4284,"$8,244","$7,008","$15,072","$8,736","$5,400",$0,"$6,936","$51,408","  66,452 ",67,37,29,33
2248,PA,42005,Armstrong County,2p1c,897,727,1381,938,575,782,746,6045,"$10,764","$8,724","$16,572","$11,256","$6,900","$9,384","$8,952","$72,540","  66,452 ",67,37,29,33
2248,PA,42005,Armstrong County,2p2c,897,920,1534,1148,643,1576,871,7589,"$10,764","$11,040","$18,408","$13,776","$7,716","$18,912","$10,452","$91,068","  66,452 ",67,37,29,33
2248,PA,42005,Armstrong County,2p3c,1102,1124,1600,1358,788,1820,988,8779,"$13,224","$13,488","$19,200","$16,296","$9,456","$21,840","$11,856","$105,348","  66,452 ",67,37,29,33
2248,PA,42005,Armstrong County,2p4c,1102,1375,1652,1567,877,1820,1182,9576,"$13,224","$16,500","$19,824","$18,804","$10,524","$21,840","$14,184","$114,912","  66,452 ",67,37,29,33
2249,PA,42007,Beaver County,1p0c,730,350,1022,328,383,0,511,3324,"$8,760","$4,200","$12,264","$3,936","$4,596",$0,"$6,132","$39,888","  76,503 ",67,31,54,24
2249,PA,42007,Beaver County,1p1c,923,516,1332,516,510,846,666,5309,"$11,076","$6,192","$15,984","$6,192","$6,120","$10,152","$7,992","$63,708","  76,503 ",67,31,54,24
2249,PA,42007,Beaver County,1p2c,923,755,1470,704,594,1614,865,6927,"$11,076","$9,060","$17,640","$8,448","$7,128","$19,368","$10,380","$83,124","  76,503 ",67,31,54,24
2249,PA,42007,Beaver County,1p3c,1174,1008,1564,892,773,1851,1122,8384,"$14,088","$12,096","$18,768","$10,704","$9,276","$22,212","$13,464","$100,608","  76,503 ",67,31,54,24
2249,PA,42007,Beaver County,1p4c,1174,1235,1630,1079,853,1851,1342,9164,"$14,088","$14,820","$19,560","$12,948","$10,236","$22,212","$16,104","$109,968","  76,503 ",67,31,54,24
2249,PA,42007,Beaver County,2p0c,766,642,1281,656,498,0,610,4453,"$9,192","$7,704","$15,372","$7,872","$5,976",$0,"$7,320","$53,436","  76,503 ",67,31,54,24
2249,PA,42007,Beaver County,2p1c,923,799,1412,844,610,846,778,6212,"$11,076","$9,588","$16,944","$10,128","$7,320","$10,152","$9,336","$74,544","  76,503 ",67,31,54,24
2249,PA,42007,Beaver County,2p2c,923,1011,1501,1031,685,1614,883,7649,"$11,076","$12,132","$18,012","$12,372","$8,220","$19,368","$10,596","$91,788","  76,503 ",67,31,54,24
2249,PA,42007,Beaver County,2p3c,1174,1235,1563,1219,853,1851,1021,8917,"$14,088","$14,820","$18,756","$14,628","$10,236","$22,212","$12,252","$107,004","  76,503 ",67,31,54,24
2249,PA,42007,Beaver County,2p4c,1174,1512,1679,1407,951,1851,1241,9815,"$14,088","$18,144","$20,148","$16,884","$11,412","$22,212","$14,892","$117,780","  76,503 ",67,31,54,24
2250,PA,42009,Bedford County,1p0c,635,342,1124,326,346,0,502,3274,"$7,620","$4,104","$13,488","$3,912","$4,152",$0,"$6,024","$39,288","  63,652 ",67,65,41,50
2250,PA,42009,Bedford County,1p1c,821,504,1377,502,469,564,570,4806,"$9,852","$6,048","$16,524","$6,024","$5,628","$6,768","$6,840","$57,672","  63,652 ",67,65,41,50
2250,PA,42009,Bedford County,1p2c,821,737,1518,678,552,1127,662,6095,"$9,852","$8,844","$18,216","$8,136","$6,624","$13,524","$7,944","$73,140","  63,652 ",67,65,41,50
2250,PA,42009,Bedford County,1p3c,1056,984,1685,854,722,1301,872,7475,"$12,672","$11,808","$20,220","$10,248","$8,664","$15,612","$10,464","$89,700","  63,652 ",67,65,41,50
2250,PA,42009,Bedford County,1p4c,1056,1205,1760,1031,801,1301,1081,8235,"$12,672","$14,460","$21,120","$12,372","$9,612","$15,612","$12,972","$98,820","  63,652 ",67,65,41,50
2250,PA,42009,Bedford County,2p0c,639,627,1316,651,448,0,573,4254,"$7,668","$7,524","$15,792","$7,812","$5,376",$0,"$6,876","$51,048","  63,652 ",67,65,41,50
